name,Base Note,Department,Heart/Middle Note,link,Scents/Notes,Size,Top Note,price,concentration
LOUIS VAREL Liberta,"patchouli,oakmoss",Women,"rose,jasmine",https://www.noon.com/uae-en/liberta-edp-100ml/N14335441A/p?o=b1d0e56f7921465c,Floral,100ml,,189.0,EDP
LOUIS VAREL My Desire,"musk,vanilla,amber,foam",Women,"orangeflower,violet,sandalwood,taget",https://www.noon.com/uae-en/my-desire-edp-100ml/N39347432A/p?o=b2b04bc13b07fccc,Citrus,100ml,,189.0,EDP
LOUIS VAREL My Dream,"cocoa,nuts,patchouli,amber,vanilla,musk",Women,"lily,orangeblossom,heliotrope",https://www.noon.com/uae-en/my-dream-edp-90ml/N14335443A/p?o=b715c6795b2edddb,,90ml,"bergamot,mandarin,blackcurrant,apple",137.0,EDP
LOUIS VAREL Reflex White,"vanilla,modernmusk",Women,"orangeflower,sandal,rose,jasmine,sambac",https://www.noon.com/uae-en/reflex-white-edp-100ml/N14335432A/p?o=e94e2e83231cfcce,,100ml,"bergamot,lemon,orange,caramel,berries,blackcurrant",145.0,EDP
LUBAN Attar Luban,"incense,leather,mahogany",Unisex,"iris,vetiver,sufron",https://www.noon.com/uae-en/attar-luban-edp-50ml/N11076083A/p?o=ec55fdfb7a6fe00d,,50ml,"aldehydes,nutmeg,caraway",385.0,EDP
LUBAN Hail,"cedarwood,tonka,teakwood",Unisex,"cardamom,styrax,pinkpepper,vetiver",https://www.noon.com/uae-en/hail-edp-50ml/N37835775A/p?o=c6bb90b3adec655f,,50ml,bergamot,385.0,EDP
LUBAN Luban Amber,"sandal,cashmerewood",Unisex,"tonkabeans,amber",https://www.noon.com/uae-en/luban-amber-edp-50ml/N37835772A/p?o=e6b8eb9d4f07efea,,50ml,"almondblossom,musk,lotus",385.0,EDP
LUBAN Luban,frankincense,Unisex,frankincense,https://www.noon.com/uae-en/luban-edp-50ml/N37835771A/p?o=c91102808762389e,,50ml,frankincense,385.0,EDP
LUBAN Luban Musk,"amber,floral,whitemusk",Unisex,"aldehydic,floral,woody",https://www.noon.com/uae-en/luban-musk-edp-50ml/N37835774A/p?o=e7fe5b28fed8627b,Musk,50ml,,385.0,EDP
LUBAN Ward Al Luban,"rose,frankincense",Unisex,"jasmine,daylily,frankincen",https://www.noon.com/uae-en/ward-al-luban-edp-50ml/N37835773A/p?o=cf85c11401c75fef,,50ml,"frankincense,orchid,citrus",385.0,EDP
LUCIANO SOPRANI D Rouge,"cashmerewood,sandalwood,amber,musk,vanilla",Women,"yellowrose,violet,lilac,whitepeach,ylangylangg,orangeblossom",https://www.noon.com/uae-en/d-rouge-edp-100ml/N26880428A/p?o=c4cb2430a5003f0b,,100ml,"rosewood,mandarinorange,citrus,waterjasmine,lily",125.0,EDP
LUXODOR Black And Woody Smoke Parfume,"incense,oudtabacco",Unisex,"resin,wood,coffee",https://www.noon.com/uae-en/black-and-woody-smoke-parfume-100ml/N36057191A/p?o=f2f49ff26397f4ea,Woody,100ml,,165.0,Parfum
LUXODOR Golden Est Perfume,"sandalwood,vanilla,musk",Unisex,"orangeblossom,cahsmeriwood",https://www.noon.com/uae-en/golden-est-perfume-60ml/N38240781A/p?o=e36c829d3c9bea7b,Floral,60ml,,165.0,EDP
LUXODOR Gyrfalcon,"firresin,cedarredmusk",Women,,https://www.noon.com/uae-en/gyrfalcon-edp-75ml/N34044942A/p?o=d3471fc30bc25f4a,,75ml,jasminesaffron,240.0,EDP
LUXODOR Hatun,"whitemusk,ambergris",Women,,https://www.noon.com/uae-en/hatun-parfum-100ml/N34044941A/p?o=dbbe4c4de915c52b,,100ml,irisjasmine,300.0,Parfum
LUXODOR Iris Oud Perfume,"vetyver,ambersandalwood",Unisex,"calrysage,aquatic",https://www.noon.com/uae-en/iris-oud-perfume-60ml/N38240672A/p?o=ac631ed4ead449ac,Woody,60ml,,165.0,EDP
LUXODOR Luxodor,"oakmoss,musk,ambergrisvanila,patchouli",Men,,https://www.noon.com/uae-en/luxodor-edp-75ml/N34044943A/p?o=e82ac56eb8baae2f,,75ml,blackcurrentbergamont,240.0,EDP
LUXODOR Matteo Perfume,"cedarwood,sandalwood,musk",Unisex,"rose,jasmine,amber",https://www.noon.com/uae-en/matteo-perfume-60ml/N38240780A/p?o=de5b4a583066351d,Musk,60ml,,165.0,EDP
LUXODOR Oud Dahab Al Amazon Perfume,"oakmoss,ambergris,musk,patchouly",Unisex,"cedarwood,apple,vertiver",https://www.noon.com/uae-en/oud-dahab-al-amazon-perfume-100ml/N38240677A/p?o=e8bf7e203738fcfc,Arabian,100ml,,165.0,EDP
LUXODOR Padisha,"litchi,tonka,teakwood,vetiver",Men,,https://www.noon.com/uae-en/padisha-parfum-100ml/N34044940A/p?o=e12332286338025e,,100ml,lemonblossom,300.0,Parfum
LUXODOR The Wild,"tonka,frangkinceseambroxan",Men,"sandalwood,lavender",https://www.noon.com/uae-en/the-wild-parfum-100ml/N34032525A/p?o=eaefb3576b05abfb,Fresh,100ml,,165.0,Parfum
Lagerfeld Karl Fleur De Murier,"sandalwood,musk",Women,"blackberryblossom,violet",https://www.noon.com/uae-en/karl-fleur-de-murier-edp-50ml/N36479288A/p?o=bb3a4832a3c55fff,Fruity,50ml,"redcurrant,raspberryleaf",73.65,EDP
Lagerfeld Karl Fleur De Pecher,"musk,blondwoods",Women,"peachblossom,jasminetea",https://www.noon.com/uae-en/karl-fleur-de-pecher-edp-50ml/N36479289A/p?o=b530d1b35d08b03a,Floral,50ml,"yuzu,nashipear",91.0,EDP
Lancome Hypnose,"vanille,vetiver",Women,"jasmine,gardenia",https://www.noon.com/uae-en/hypnose-edp-50ml/N15566783A/p?o=ed8027dc07f4d78b,Vanilla,50ml,,180.15,EDP
Lancome Hypnose,"vetiver,vanilla",Women,"jasmine,gardenia",https://www.noon.com/uae-en/hypnose-edp-75ml/N11202155A/p?o=c4decfa05a46c44e,,75ml,,242.95,EDP
Lancome Idole,"whitemusk,vanilla",Women,"turkishrose,rose,jasmine",https://www.noon.com/uae-en/idole-edp-75ml/N36560332A/p?o=a05f4058abc620aa,Floral,75ml,,228.5,EDP
Lancome Idole For Women,"whitemusk,vanilla",Women,"turkishrose,rose,indianjasmine",https://www.noon.com/uae-en/idole-edp-for-women-75ml/N31009158A/p?o=c4876c0cf8d79eba,,75ml,"bergamot,pear",234.0,EDP
Lancome IdoleSpray,,Men,indiajasminegrandiflorum,https://www.noon.com/uae-en/idole-eau-de-parfum-spray-75ml/N32137289A/p?o=a99fc0673ebb0c9a,Floral,75ml,"bergamot,accordspear",249.0,EDP
Lancome Idole Le,"whitemusk,vanilla",Women,"turkishrose,rose,indianjasmine",https://www.noon.com/uae-en/idole-le-parfum-edp-75ml/N31295766A/p?o=efff5582d25079fb,Floral,75ml,,196.6,EDP
Lancome Idole Le,"whitemusk,vanilla",Women,"turkishrose,rose,indianjasmine",https://www.noon.com/uae-en/idole-le-parfum-edp-50ml/N31126626A/p?o=c8e69c536f29396a,Floral,50ml,,225.45,EDP
Lancome L'Autre Oud,"agarwood,guaiacwood,gurjunbalsam,moss,myrrh,patchouli,vetiver",Unisex,"agarwood,bulgarianrose,turkishrose",https://www.noon.com/uae-en/l-autre-oud-edp-75ml/N11201143A/p?o=de4962cdbca5025d,Woody,75ml,"labdanum,saffron,sage",361.0,EDP
Lancome La Nuit Tresor A La Folie,"bourbonvanilla,tonka,benzoin,nutmeg,ambroxan,patchouli,woodynotes",Women,"damaskrose,violet,peony,jasmine",https://www.noon.com/uae-en/la-nuit-tresor-a-la-folie-edp-50ml/N36969577A/p?o=c977d9f13cf5d3ea,,50ml,,250.8,EDP
Lancome La Vie Est Belle,gourmand,Women,patchouli,https://www.noon.com/uae-en/la-vie-est-belle-edp-100ml/N11201339A/p?o=e2590553edb3d09e,Floral,100ml,iris,335.75,EDP
Lancome La Vie Est Belle,"praline,vanilla,patchouli,tonka",Men,"iris,jasmine,orangeblossom",https://www.noon.com/uae-en/la-vie-est-belle-edp-30ml/N12880807A/p?o=eef095e68847e69a,Floral,30ml,,198.65,EDP
Lancome La Vie Est Belle,gourmand,Women,patchouli,https://www.noon.com/uae-en/la-vie-est-belle-edp-50ml/N11202677A/p?o=ed89f35e39b38b5a,,50ml,iris,238.65,EDP
Lancome La Vie Est Belle,"patchouli,praline,tonka,vanilla",Women,"iris,jasmine,orangetreeblossom",https://www.noon.com/uae-en/la-vie-est-belle-edp-75ml/N11202514A/p?o=ec0e1e6adefd903f,Fruity,75ml,"blackcurrant,pear",197.0,EDP
Lancome La Vie Est Belle  For Women,"tonka,praline,patchouli,vanilla",Women,"fruityflavorsblackcurrant,pear",https://www.noon.com/uae-en/la-vie-est-belle-for-women-eau-de-parfum-75ml/N32137224A/p?o=a77fe4c2d88aa72a,,75ml,,234.45,EDP
Lancome La Vie Est Belle Intense,"sweetgourmandblend,hazelnutaccords",Women,"patchouli,orangeflower,jasminesambac",https://www.noon.com/uae-en/la-vie-est-belle-intense-edp-50ml/N11202161A/p?o=d6d81530ba50623f,,50ml,"sparklingiris,tuberose",294.0,EDP
Lancome La Vie Est Belle Intense,"sweetgourmandblend,hazelnutaccords",Women,"patchouli,orangeflower,jasminesambac",https://www.noon.com/uae-en/la-vie-est-belle-intense-edp-75ml/N11202160A/p?o=d3027a6eec14055c,,75ml,"sparklingiris,tuberose",309.45,EDP
Lancome La Vie est Belle L'Éclat,"vanilla,sandalwood,patchouli",Women,"orangeblossom,iris,jasminesambac",https://www.noon.com/uae-en/la-vie-est-belle-l-clat-edp-75ml/N12660047A/p?o=d32245127322c96e,,75ml,,273.1,EDP
Lancome Lautre Oud,"oud,oakmoss,vetiver,patchouli,elemi,myrrh,balsam",Women,"bulgarianrose,turkishrose,oud",https://www.noon.com/uae-en/lautre-oud-edp-75ml/N11805115A/p?o=ad34eb69edfb351c,,75ml,"labdanum,clarysage,saffron,nagarmotha",395.55,EDP
Lancome Maison L'autre Oud,,Women,,https://www.noon.com/uae-en/maison-l-autre-oud-edp-100ml/N39000989A/p?o=dc7c1b172e4e91ec,Woody,100ml,"agarwoodoud,rose,saffron,olibanumfrankincense,cypriol",550.0,EDP
Lancome Miracle Blossom,"musk,sandalwood",Women,"peony,rose,jasmine",https://www.noon.com/uae-en/miracle-blossom-edp-100ml/N11756450A/p?o=f0103fb99900677b,,100ml,,301.0,EDP
Lancome Miracle,"amber,musk,jasmine",Women,"magnolia,ginger,mandarinorange,pepper,jasmine",https://www.noon.com/uae-en/miracle-edp-100ml/N19151118A/p?o=d35db8f4170eb98a,Arabian,100ml,"litchi,freesia",225.0,EDP
Lancome Miracle,"amber,jasmine,musk",Women,"magnolia,ginger,pepper",https://www.noon.com/uae-en/miracle-edp-50ml/N11202163A/p?o=ab74a03e43a70fbc,Arabian,50ml,"lycheefruit,freesia",211.35,EDP
Lancome Miracle Secret,"virginiacedar,musk,amber,vanilla",Women,"jasminesambac,rose,peony",https://www.noon.com/uae-en/miracle-secret-edp-100ml/N36477796A/p?o=b7ff355df544c95d,Floral,100ml,"bergamot,pear",270.0,EDP
Lancome Paris Tresor,"sandalwood,musk",Women,rose,https://www.noon.com/uae-en/tresor-edp-50ml/N13234148A/p?o=a1ecbc67af5d3a0f,Oriental,50ml,"peachskin,apricottones",224.95,EDP
Lancome Tresor,"apricot,sandalwood,amber,musk,vanilla,peach",Women,"iris,jasmine,heliotrope,rose",https://www.noon.com/uae-en/tresor-edp-100ml/N12880379A/p?o=c60fb4096c994b1a,,100ml,"pineapple,lilac,peach,apricotblossom,lilyofthevalley,bergamot,rose",312.75,EDP
Lancome Tresor In Love,"musk,virginiacedar",Women,"taifrose,peach,violet,jasmine",https://www.noon.com/uae-en/tresor-in-love-edp-30ml/N15244311A/p?o=e3f000771c91688e,Fruity,30ml,,154.3,EDP
Lancome Tresor In Love,"musk,virginiacedar",Women,"jasmine,taifrose,violet,peach",https://www.noon.com/uae-en/tresor-in-love-edp-50ml/N11075559A/p?o=ed79aa2b996f1a5a,,50ml,"bergamot,pinkpepper,pear,nectarine",199.95,EDP
Lancome Tresor In Love,"cedar,musk",Women,"peach,violet,taifrose,jasmine",https://www.noon.com/uae-en/tresor-in-love-edp-75ml/N20180719A/p?o=d891e8d548643f5b,Fruity,75ml,"nectarine,pear,pinkpepper,bergamot",210.85,EDP
Lancome Tresor Midnight Rose,"musk,virginiancedar,vanille",Women,"jasmine,peony,cassis,pinkpepper",https://www.noon.com/uae-en/tresor-midnight-rose-50ml/N11202562A/p?o=e5467c0666421ade,Fruity,50ml,,216.8,EDP
Lancome Tresor Midnight Rose,"virginiancedar,musk,vanilla",Women,"jasmine,peony,currantbuds,pinkpepper",https://www.noon.com/uae-en/tresor-midnight-rose-edp-75ml/N11805130A/p?o=cf9557e8530256af,Floral,75ml,raspberryroseabsolute,265.05,EDP
Lattafa Carat Pure Gold,"incense,amber,leather,musk,vanilla",Unisex,"rose,sandalwood",https://www.noon.com/uae-en/24-carat-pure-gold-edp-100ml/N11202968A/p?o=fa2a09e5f05eda2e,,100ml,,34.95,EDP
Lattafa Adeeb,"blackamber,patchouli,cedarwood,sandalwood,musk",Unisex,"moroccanspices,herbs,thyme,clove,smoky,oud",https://www.noon.com/uae-en/adeeb-edp-80ml/N38464270A/p?o=b7d47b0a2443b86f,Woody,80ml,,60.0,EDP
Lattafa Ajial,"musky,vanilla",Unisex,"sweet,powder,floral",https://www.noon.com/uae-en/ajial-edp-100ml/N34887828A/p?o=c707e1062382bf5d,,100ml,,34.0,EDP
Lattafa Al Dur Al Maknoon,"musk,oakmoss,leather,amber",Men,"birch,patchouli,jasmine",https://www.noon.com/uae-en/al-dur-al-maknoon-edp-100ml/N20791249A/p?o=b7e4b2b0028832da,,100ml,"bergamot,apple,pineapple",29.35,EDP
Lattafa Al Dur Al Maknoon Lulu Al Abyedh,woodynotes,Unisex,cedarincense,https://www.noon.com/uae-en/al-dur-al-maknoon-lulu-al-abyedh-edp-100ml/N42947670A/p?o=a76bc082b9f1aa2f,Woody,100ml,,33.85,EDP
Lattafa Ana Abiyedh Leather,"tonka,guaiacwood",Unisex,"vanilla,cardamom,saffron",https://www.noon.com/uae-en/ana-abiyedh-leather-edp-60ml/N22797992A/p?o=d2d7329fa824237c,,60ml,,33.95,EDP
Lattafa Ana Abiyedh Rouge,"vetiver,suede,ambergris",Unisex,"cardamom,coriander,geranium",https://www.noon.com/uae-en/ana-abiyedh-rouge-edp-60ml/N22797991A/p?o=cb905b4b2ec79dfd,,60ml,,35.0,EDP
Lattafa Ancient Oud,"musk,vanilla,guaiacwood,amber,cedar",Unisex,"jasmine,sandalwood",https://www.noon.com/uae-en/ancient-oud-edp-100ml/N19614907A/p?o=d5fae9e5132de1af,,100ml,,65.0,EDP
Lattafa Asal Al Teeb,blackpepper,Men,"sandalwood,patchouli",https://www.noon.com/uae-en/asal-al-teeb-edp-100ml/N11202970A/p?o=d9232ed3bf18029e,,100ml,,36.0,EDP
Lattafa Asraar,,Unisex,,https://www.noon.com/uae-en/asraar-edp-35ml/N23636752A/p?o=d8ebeed40a16490d,Arabian,35ml,woody,14.95,EDP
Lattafa Atyaab Al-Musk,amber,Unisex,"musk,citrus",https://www.noon.com/uae-en/atyaab-al-musk-edp-100ml/N19614896A/p?o=a33d8886d23468bd,,100ml,,39.95,EDP
Lattafa Awedony Perfume,"cashmerewood,amber,musk",Unisex,,https://www.noon.com/uae-en/awedony-perfume-edp-100ml/N22797988A/p?o=b4a140f74256e1ff,Oriental,100ml,"magnolia,honeysuckle,raspberry",40.0,EDP
Lattafa Awraq Al Oud,"sandalwood,vanilla,musk,oudh",Unisex,"roses,amber",https://www.noon.com/uae-en/awraq-al-oud-100ml/N23390016A/p?o=e107f57c9752971c,,100ml,"oudh,cinnamon,nutmeg",34.0,EDP
Lattafa Azeezah,whitemusk,Unisex,"roses,jasmine,lily",https://www.noon.com/uae-en/azeezah-edp-100ml/N22797989A/p?o=b994f4b7983a735a,,100ml,,32.0,EDP
Lattafa Badr Al Badoor,"vanilla,musk,woody",Unisex,"jasmine,peony,redberries",https://www.noon.com/uae-en/badr-al-badoor-edp-35ml/N34887868A/p?o=b267f36179d278de,,35ml,,21.8,EDP
Lattafa Dalaa Al-Arayes,,Women,,https://www.noon.com/uae-en/dalaa-al-arayes-edp-100ml/N19614911A/p?o=e5acae0ef22c7f0b,Oriental,100ml,"amber,patchouli,vanilla,musk,jasmine",45.0,EDP
Lattafa Dastoor,,Men,,https://www.noon.com/uae-en/dastoor-edp-100ml/N20791250A/p?o=c8f24f97d45970fd,Woody,100ml,"blackpepper,nutmeg,olibanum,bergamot,cedarwood,amber,gardenia,cyclamen,pathcouli,vetiver,musk",43.0,EDP
Lattafa Ejaazi By For Men,"oakmoss,cedarwood,woodyaccords,vetiver,ambroxan,amber",Men,"lily,cinnamonleaf,patchouli,pepper",https://www.noon.com/uae-en/ejaazi-by-for-men-eau-de-parfum-100ml-100ml/N23637752A/p?o=a413e330b84bdcad,Aromatic,100ml,,32.0,EDP
Lattafa Ekhtiari,,Women,,https://www.noon.com/uae-en/ekhtiari-edp-100ml/N38463768A/p?o=b5984d19c50472dd,Spicy,100ml,"bergamot,orange,lama,cedar,agarwoodoud,bergamot",28.0,EDP
Lattafa Elixir Oud Mood,"amber,vanilla",Unisex,"suede,sandalwood,oudh",https://www.noon.com/uae-en/elixir-oud-mood-edp-100ml/N38464427A/p?o=f749c18518a2c3df,Woody,100ml,,39.95,EDP
Lattafa Fakhar Lattafa,,Women,,https://www.noon.com/uae-en/fakhar-lattafa-edp-100ml/N38464272A/p?o=f77b0dd90190b1ff,Floral,100ml,"bergamot,greensea,spices,lacramioare,lavender,rose,tonka,berries,moscow,musclesoak,ambrox,cedarwood,patchouli",47.0,EDP
Lattafa Fakhar Lattafa,"sandalowood,vanilla,patchouli,musk",Men,"orangeblossom,jasminesambac,rose",https://www.noon.com/uae-en/fakhar-lattafa-edp-100ml/N34887817A/p?o=b2f1274b9f58c7af,,100ml,,53.0,EDP
Lattafa Faouz Luxury Collection,"amber,patchouli,brazilianredwood,suede",Unisex,"lackbasil,sage,cedar",https://www.noon.com/uae-en/faouz-luxury-collection-edp-50ml/N34887838A/p?o=bbfb95c35846318b,,50ml,,23.5,EDP
Lattafa Florenca,"vetiver,patchouli,ambroxan,vanilla",Unisex,"orangeblossom,jasmine,tuberose",https://www.noon.com/uae-en/florenca-edp-35ml/N34887870A/p?o=fa9cd4f855b1742e,,35ml,,16.4,EDP
Lattafa Hala Feik,"sandalwood,ambery",Unisex,"honey,musk",https://www.noon.com/uae-en/hala-feik-edp-100ml/N19614890A/p?o=ca78048cb90cbd2b,,100ml,,65.0,EDP
Lattafa Impulse Intense,amber,Men,"citrus,orientalwoody",https://www.noon.com/uae-en/impulse-intense-edp-100ml/N23033250A/p?o=cfaf172b333ab71f,,100ml,,55.0,EDP
Lattafa Impulse Prive,"amber,musk",Women,"orientalspices,woody,cedar",https://www.noon.com/uae-en/impulse-prive-edp-100ml/N23274390A/p?o=b7f57c6b7015c49f,,100ml,,45.0,EDP
Lattafa Just Oud Boulevard,"agarwood,patchouli,guaiacwood,cypriol,nagarmotha,musk,amber,vanila,leather",Unisex,lily,https://www.noon.com/uae-en/just-oud-boulevard-edp-100ml/N30600118A/p?o=cd972f78a9a1affe,Woody,100ml,,49.0,EDP
Lattafa Just Oud,"amber,oud,incense,whitemusk",Unisex,"rose,geranium",https://www.noon.com/uae-en/just-oud-edp-90ml/N30545248A/p?o=f09c7c81c512e18c,,90ml,,60.0,EDP
Lattafa Khalis Oudi,"musk,vanilla,guaiacwood,amber,cedar",Unisex,"jasmine,sandalwood",https://www.noon.com/uae-en/khalis-oudi-edp-100ml/N12881032A/p?o=e8f23b0cec4a7b0a,Oriental,100ml,,29.1,EDP
Lattafa Khalis Pure Oudi,"amber,cedar,guaiacwood,musk,vanilla",Unisex,"jasmine,sandalwood",https://www.noon.com/uae-en/khalis-pure-oudi-edp-100ml/N11202991A/p?o=a78d5edabbc8a0aa,,100ml,,25.9,EDP
Lattafa Khaltaat Al Arabia Royal Delight,"wood,amber,musk",Women,"nutmeg,spice,clove",https://www.noon.com/uae-en/khaltaat-al-arabia-royal-delight-edp-100ml/N38467867A/p?o=e14a2539ee794d0c,Oriental,100ml,,31.0,EDP
Lattafa Khaltat Al-Arabia Royal Blends,"woody,amber,mush",Unisex,"spicy,nutmeg,clove",https://www.noon.com/uae-en/khaltat-al-arabia-royal-blends-edp-100ml/N11202975A/p?o=dab6308e6b660bfc,,100ml,,32.95,EDP
Lattafa Lail Malaki,"oudh,guaiacwood",Unisex,"cardamom,saffron,vanilla",https://www.noon.com/uae-en/lail-malaki-edp-100ml/N46206245A/p?o=cebff5c052094e8a,,100ml,,32.0,EDP
Lattafa Laitak Ma'e,"suede,musk,cedar,sandalwood,incense,labdanum",Unisex,"jasmine,violet,hibiscus,rose",https://www.noon.com/uae-en/laitak-ma-e-edp-100ml/N19614860A/p?o=a3e5d6ce7037ad0a,Floral,100ml,,28.0,EDP
Lattafa Luxury Coll Marya,"sandalwood,tonka,amber,patchouli,musk,oakmoss,cedar",Unisex,"pinetree,honey,orrisroot,jasmine,caraway,petitgrain,lily,rose,brazilianrosewood,incense",https://www.noon.com/uae-en/luxury-coll-marya-edp-50ml/N34887839A/p?o=a96bc0f9cae6d91d,,50ml,,25.0,EDP
Lattafa Luxury Collection Rouaa,"litchi,tonka,teakwood,vetiver",Unisex,"rosemary,nutmeg,coriander,lavender,geranium,cardamom",https://www.noon.com/uae-en/luxury-collection-rouaa-edp-50ml/N34887841A/p?o=f2896e760cd83f1b,,50ml,,19.0,EDP
Lattafa Luxury Collection Suhaad,"redpepper,leather",Unisex,"basil,cardamom",https://www.noon.com/uae-en/luxury-collection-suhaad-edp-50ml/N34887843A/p?o=a573a46663af2baa,,50ml,,25.0,EDP
Lattafa Maahir Black Edition,"woodynotes,leather,hintmusk",Unisex,"cedar,pinewood",https://www.noon.com/uae-en/maahir-black-edition-edp-100ml/N42947676A/p?o=fb6c1abf32a14a3b,,100ml,,69.25,EDP
Lattafa Maahir,"sandalwood,musk,vanillablossom",Unisex,"peony,redlily,jasmine",https://www.noon.com/uae-en/maahir-edp-100ml/N34887830A/p?o=e283793a106a3aca,,100ml,,60.8,EDP
Lattafa Mafatin,"musk,vanilla,tonka,benzoin",Women,"ylangylang,milky,woody",https://www.noon.com/uae-en/mafatin-edp-100ml/N11202976A/p?o=cc84551da3f2b59f,Floral,100ml,,45.0,EDP
Lattafa Mafatin,"musk,patchouli,ambergris,sandalwood",Men,"clarysage,lavender,geranium,",https://www.noon.com/uae-en/mafatin-edp-100ml/N11202977A/p?o=bdaf8efb27a3c93f,Floral,100ml,,45.0,EDP
Lattafa Mafatin Silver,,Women,,https://www.noon.com/uae-en/mafatin-silver-edp-100ml/N30600107A/p?o=d517b8a8e143d7ed,Floral,100ml,"bergamot,cypress,galbanum,mint,clarysage,lavender,geranium,verbena,musk,patchouli,ambergris,sandalwood",75.0,EDP
Lattafa Mahasin Crystal,"musk,vanilla,amber,sandalwood",Women,"jasmine,freesia,gardenia,lily",https://www.noon.com/uae-en/mahasin-crystal-edp-100ml/N11202999A/p?o=fadae3381868d16a,Woody,100ml,"blackcurrant,bergamot,tangerine,apple",30.9,EDP
Lattafa Mahasin Crystal Violet,"vanilla,sandalwood,amber,musk",Women,"freesia,gardenia,jasmine,lily",https://www.noon.com/uae-en/mahasin-crystal-violet-edp-100ml/N32606094A/p?o=e75aca44796810ec,,100ml,,30.0,EDP
Lattafa Manque Al Oud,oudamber,Unisex,saffronwoody,https://www.noon.com/uae-en/manque-al-oud-edp-100ml/N30600058A/p?o=bbea9a4a1b9d200e,Woody,100ml,,26.15,EDP
Lattafa Manqu’e Al Oud,"oud,amber",Unisex,"saffron,woody",https://www.noon.com/uae-en/manqu-e-al-oud-edp-100ml/N17447223A/p?o=d7f46b0a871590ff,Woody,100ml,,23.9,EDP
Lattafa Musk Al Raheeq,"sandalwood,whitetea,teakwood,whitemusk",Unisex,"litchi,pomegranate,pineapple",https://www.noon.com/uae-en/musk-al-raheeq-edp-80ml/N19614923A/p?o=f00556241361595b,,80ml,,29.0,EDP
Lattafa Musk Mood,"musk,incense,amber,resins,woodynote",Unisex,"patchouli,caramel,agarwoodoud,floral",https://www.noon.com/uae-en/musk-mood-edp-100ml/N19614914A/p?o=e7bd2e917c13f18f,Woody,100ml,,37.2,EDP
Lattafa Musk Sultani,"floralamber,musk,vanilla",Unisex,"turkishrose,sweethoneyjasmine,sumatranpatchouli",https://www.noon.com/uae-en/musk-sultani-edp-100ml/N34887833A/p?o=fcc6824bfa041c7c,,100ml,,36.9,EDP
Lattafa Mythos Supreme,"aromantic,balsmice,grass,sweety",Women,"tonkabean,oud",https://www.noon.com/uae-en/mythos-supreme-edp-100ml/N38464306A/p?o=dde506d669178f7c,Aromatic,100ml,,70.0,EDP
Lattafa Najda In Gold,,Women,,https://www.noon.com/uae-en/najda-in-gold-edp-100ml/N19614905A/p?o=a25228d69bb6489e,Woody,100ml,"aqua,lime,lemongrass,citrus,spicy,musk",34.9,EDP
Lattafa Najdia,"musk,amber,tobacco,sandalwood,cedar",Unisex,"watery,lavender,cardamom,rosemary",https://www.noon.com/uae-en/najdia-edp-100ml/N19614875A/p?o=fe70725e76ee243b,,100ml,,35.0,EDP
Lattafa Night Oud,,Unisex,,https://www.noon.com/uae-en/night-oud-edp-80ml/N30600065A/p?o=a5b952c376e784ae,Woody,80ml,"woody,agarwoodoud,incense",35.0,EDP
Lattafa Opalent Musk,"aromantic,citrusfruits,fleur,hoty",Men,"guccioud,sauvage",https://www.noon.com/uae-en/opalent-musk-edp-100ml/N23274400A/p?o=efcb09491a2633ee,Fresh,100ml,,33.0,EDP
Lattafa Oud Mood Silver,"musk,incense,amber,resins,woody",Unisex,"patchouli,caramel,agarwood,floral",https://www.noon.com/uae-en/oud-mood-silver-edp-100ml/N19614909A/p?o=a3cc7da8b6f50f2c,,100ml,,35.0,EDP
Lattafa Prestige Malak Elite Edition,"amber,oud,woody,vanilla",Unisex,"rose,saffron",https://www.noon.com/uae-en/prestige-malak-elite-edition-edp-100ml/N30600184A/p?o=daff7e9cc6064dba,Fresh,100ml,,32.5,EDP
Lattafa Prestige Malak Luxury Edition,"amber,oud,woody,vanilla",Unisex,"rose,saffron",https://www.noon.com/uae-en/prestige-malak-luxury-edition-edp-100ml/N11202984A/p?o=c8ab21e610d9f74c,,100ml,,55.0,EDP
Lattafa Pure Oudi,"musk,vanilla,guaiacwood,amber,cedar",Unisex,"jasmine,sandalwood",https://www.noon.com/uae-en/pure-oudi-edp-100ml/N13579430A/p?o=e2bce7df1114d5ab,Woody,100ml,,32.0,EDP
