name,Base Note,Department,Heart/Middle Note,link,Scents/Notes,Size,Top Note,price,concentration
LALIQUE Noir Premier Fleur Universelle,"tonka,lorenox,patchouli",Unisex,"cinnamon,myrhh,immortelle",https://www.noon.com/uae-en/noir-premier-fleur-universelle-edp-100ml/N20179909A/p?o=f100290f4592742f,Spicy,100ml,,294.35,EDP
LALIQUE Noir Premier Terres Aromatiques,"vetyver,tonka,orcanox",Women,"thyme,lavandin,freesia",https://www.noon.com/uae-en/noir-premier-terres-aromatiques-edp-100ml/N33963763A/p?o=dadf256e2762017a,,100ml,,328.0,EDP
LALIQUE Oriental Zinc Lalique,"vanillaabsolute,amberwood,cashmeran,tonka",Unisex,neroli,https://www.noon.com/uae-en/oriental-zinc-lalique-edp-100ml/N11075529A/p?o=cb58aae3569eaacc,,100ml,,231.0,EDP
LALIQUE Perles,"patchouli,oakmoss,vetiver,orrisroot,cashmirwood",Women,"pepper,iris,powdery",https://www.noon.com/uae-en/perles-edp-100ml/N11756448A/p?o=e91828ae9275086f,,100ml,,111.25,EDP
LALIQUE Pour Homme,"sandalwood,amber,patchouli,vanilla,oakmoss",Men,"iris,jasmine,lily,cedar",https://www.noon.com/uae-en/pour-homme-edp-125ml/N37553514A/p?o=e87a68b5383001ac,,125ml,,110.0,EDP
LALIQUE Premier Elegance Animale,"leather,sandalwood",Unisex,"rose,gurjanbalsam,jasmine",https://www.noon.com/uae-en/premier-elegance-animale-1989-edp-100ml/N13789936A/p?o=d812f86dd73adbff,,100ml,,289.35,EDP
LALIQUE R?ve D'infini Lalique,"musk,vanilla,sandalwood",Women,"freesia,peach,rose,jasmine,cedar",https://www.noon.com/uae-en/r-ve-d-infini-lalique-edp-100ml/N28296159A/p?o=e8f01c4c1f1ff8df,,100ml,,107.5,EDP
LALIQUE Reve D'Infini,"musks,sandalwood,vanilla",Women,"freesia,peach,rose,cedar,jasmine",https://www.noon.com/uae-en/reve-d-infini-edp-30ml/N23098298A/p?o=cb9532446a34c7ce,,30ml,,75.0,EDP
LALIQUE Rose Royale Noir Premier,"osmanthus,cashmerewood,musk",Unisex,"osmanthus,rose",https://www.noon.com/uae-en/rose-royale-noir-premier-edp-100ml/N11075530A/p?o=fc146f0d0ca94b3e,,100ml,,306.5,EDP
LALIQUE Satine,"patchouli,sandalwood,vetiver",Women,"pinkpepper,tonkabeans,vanilla",https://www.noon.com/uae-en/satine-edp-100ml/N11075524A/p?o=a8f36e33b079a33e,,100ml,,87.6,EDP
LALIQUE Satine,"sandalwood,patchouli,vetiver",Women,"tonkabean,vanila,pinkpepper",https://www.noon.com/uae-en/satine-edp-30ml/N23098317A/p?o=ac6586fc5f06f42b,,30ml,,125.0,EDP
LALIQUE Satine,"sandalwood,patchouli,vetiver",Women,"tonkabean,vanila,pinkpepper",https://www.noon.com/uae-en/satine-edp-50ml/N11075538A/p?o=a89aa4c623388d0d,,50ml,,77.2,EDP
LALIQUE Soleil,"whitemusk,praline,sandalwood",Women,"caffèlatte,jasmine,peargranita",https://www.noon.com/uae-en/soleil-edp-100ml/N36477795A/p?o=ac0c559c7480dcbc,,100ml,,149.0,EDP
LANVIN Eclat D' Arpege,"lebanon,musk,amber",Women,"wisteriablossom,peachblossom,redpeony",https://www.noon.com/uae-en/eclat-d-arpege-edp-100-ml/N23719106A/p?o=ae6271b8d4795bec,Floral,100ml,"greenlilac,sicilianlemon",139.0,EDP
LANVIN Eclat D' Arpege,"lebanon,musk,amber",Women,"wisteriablossom,peachblossom,redpeony",https://www.noon.com/uae-en/eclat-d-arpege-edp-100ml/N15566784A/p?o=ad575011c9e1a6eb,Floral,100ml,"greenlilac,sicilianlemon",134.65,EDP
LANVIN Eclat D'Arpege,"osmanthus,petitgrain,cedar,wisteria",Women,"lilac,amber,musk,chinese",https://www.noon.com/uae-en/eclat-d-arpege-edp-100ml/N13580614A/p?o=f91b0b173a5ff57e,Floral,100ml,"peony,peachblossom,tealeaf,green",133.0,EDP
LANVIN Eclat Darpege,"whitecedarlebanon,gentlemusk,amber",Women,"lushpeachblossom,sensualredpeony",https://www.noon.com/uae-en/eclat-darpege-edp-100ml/N30391225A/p?o=e8ee962b9db9bb9d,,100ml,"greenlilac,sicilianlemon",144.65,EDP
LANVIN Eclat De Fleurs,"whitemusk,sandalwood",Women,"jasmine,rose,freesia",https://www.noon.com/uae-en/eclat-de-fleurs-edp-100ml/N14790217A/p?o=e262dca9a78b5e6e,Floral,100ml,pear,110.6,EDP
LANVIN Eclat De Fleurs,"musk,virginiacedar",Women,"magnolia,rose,freesia",https://www.noon.com/uae-en/eclat-de-fleurs-edp-30ml/N30981787A/p?o=bfe50752d715af3f,,30ml,pear,63.5,EDP
LANVIN Eclat De Nuit,"praline,vanilla,sandalwood",Women,"orangeblossom,jasmine,nightflower,freesia",https://www.noon.com/uae-en/eclat-de-nuit-edp-100ml/N23426298A/p?o=e6823a6a7ae3df4a,Fruity,100ml,"redapple,blackcurrant,lemon",82.05,EDP
LANVIN Jeanne,sandalwood,Women,peony,https://www.noon.com/uae-en/jeanne-edp-100ml/N15566790A/p?o=acd1a4d0a822727f,Fresh,100ml,blackberry,117.25,EDP
LANVIN Lanvin Arpege,"accentsvanilla,sandalwood",Women,orangeblossoms,https://www.noon.com/uae-en/lanvin-arpege-edp-100ml/N21408337A/p?o=e3307cd56e5e140d,Jasmine,100ml,"honeysuckle,jasmine,roses",106.7,EDP
LANVIN Lanvin Me,sandalwood,Women,"licorice,tuberose,rose",https://www.noon.com/uae-en/lanvin-me-edp-30ml/N36477800A/p?o=f7cfde4e5ceb079d,Floral,30ml,"mandarinorange,blueberry",112.0,EDP
LANVIN Marry Me,"musk,amber,virginiacedar",Women,"jasmine,rose,magnolia",https://www.noon.com/uae-en/marry-me-edp-75ml/N15566436A/p?o=f71c591139c1362c,Fruity,75ml,"orangeblossom,freesia",93.0,EDP
LANVIN Me L'Eean,sandalwood,Women,"licorice,tuberose,rose",https://www.noon.com/uae-en/me-l-eean-edp-4-5ml/N23104627A/p?o=e3afd69f6e6b25da,Floral,4.5ml,,17.4,EDP
LANVIN Modern Princess,"whitemusk,whitewoods,vanillaorchid",Women,"jasmine,freesia",https://www.noon.com/uae-en/modern-princess-edp-30ml/N23104564A/p?o=c7edf54fe1247bea,Floral,30ml,,142.0,EDP
LANVIN Modern Princess,"whitemusk,blondewoods,vanillaorchid",Women,"jasmine,freesiaflower",https://www.noon.com/uae-en/modern-princess-edp-90ml/N36969582A/p?o=ef107e19e7d49dfc,Fruity,90ml,"pinkladyapple,redcurrant",150.15,EDP
LANVIN Modern Princess Mini,"whitemusk,whitewoods,vanillaorchid",Women,"jasmine,freesia",https://www.noon.com/uae-en/modern-princess-mini-edp-4-5ml/N23104626A/p?o=fba812edab7e0bcb,Floral,4.5ml,,29.0,EDP
LANVIN Oxygene,"whitemusk,sandalwood",Women,"rose,milk,gardenia",https://www.noon.com/uae-en/oxygene-edp-75ml/N11200884A/p?o=a891e41f94a56bbe,Floral,75ml,"hyssop,rose,iris,gardenia,bergamot",83.45,EDP
LANVIN PARIS Arpege,"amber,sandalwood,patchouli,musk,vanilla,benzoinm,vetiver",Women,"camellia,coriander,iris,lily,jasmine,ylangylangg,lily,rose,geranium",https://www.noon.com/uae-en/arpege-edp-100ml/N11748050A/p?o=bd54938ef13110ef,Floral,100ml,"aldehydes,honeysuckle,peach,neroli,lilyofthevalley,bergamot",98.2,EDP
LANVIN PARIS Eclat D'Arpege,"amber,musk,cedar",Women,"peachblossom,wisteria,redpeony,greentea,chineseosmanthus",https://www.noon.com/uae-en/eclat-d-arpege-edp-100ml/N11202512A/p?o=b6e2dcf69327163a,Floral,100ml,"greenlilac,petitgrain",124.7,EDP
LANVIN PARIS Eclat D'arpege,"whitecedar,amber,sweetmusk",Women,"wisteria,greenteampeachflowers,redpeony,chineseosmanthus",https://www.noon.com/uae-en/eclat-d-arpege-edp-30ml/N11202169A/p?o=d69ba7e50bff2e1c,,30ml,"lemon,lilac",61.65,EDP
LANVIN PARIS Eclat D'fleurs,"whitemusk,sandalwood",Women,"rose,arabicjasmine,freesia",https://www.noon.com/uae-en/eclat-d-fleurs-edp-100ml/N11202171A/p?o=af0cc77b70dd9abc,,100ml,pear,89.1,EDP
LANVIN PARIS Jeanne,"musk,amber,sandalwood",Women,"whitefreesia,peony",https://www.noon.com/uae-en/jeanne-edp-100ml/N11202172A/p?o=ac26aadc929a21d5,,100ml,"blackberry,pear,citron,raspberry",113.0,EDP
LANVIN PARIS Jeanne,"musk,amber,sandalwood",Women,"whitefreesia,peony",https://www.noon.com/uae-en/jeanne-edp-30ml/N11202173A/p?o=2afe555ccb949392,,30ml,"blackberry,pear,citron,raspberry",65.0,EDP
LANVIN PARIS Marry Me,"whitecedar,amber,musk,vetiver",Women,"jasminesambac,magnolia,rosepetals",https://www.noon.com/uae-en/marry-me-edp-50ml/N11202672A/p?o=a4468a5e4e47dbee,Floral,50ml,"bitterorange,whitepeach,freesia",99.95,EDP
LANVIN PARIS Marry Me,"amber,cedar,musk",Women,"jasmine,magnolia,rose",https://www.noon.com/uae-en/marry-me-edp-75ml/N11200885A/p?o=c3938084a3181a1b,Floral,75ml,,86.4,EDP
LANVIN PARIS Me,sandalwood,Women,"licorice,tuberose,rose",https://www.noon.com/uae-en/me-edp-80ml/N11202528A/p?o=ba6861dad3ed8fad,Fruity,80ml,"mandarinorange,blueberry",97.0,EDP
LANVIN PARIS Modern Princess,"whitemusk,whitewoods,vanillaorchid",Women,"jasmine,freesia",https://www.noon.com/uae-en/modern-princess-edp-90ml/N11748046A/p?o=db644a498b58f87e,Floral,90ml,"redapple,redcurrant",161.9,EDP
LANVIN PARIS Oxygene,"sandalwood,whitemusk",Unisex,"hyssop,whitepepper",https://www.noon.com/uae-en/oxygene-edp-75ml/N27362722A/p?o=f8431cef651d734e,Fruity,75ml,,86.05,EDP
LANVIN PARIS Rumeur Rose,"patchouli,amber,musk",Women,"lily,jasmine,falsejasmine,rose,magnolia,honeysuckle",https://www.noon.com/uae-en/rumeur-2-rose-edp-100ml/N11201344A/p?o=ecd4f86e79bf235e,Floral,100ml,"bergamot,pear,grapefruit,lemon,green,orange",91.35,EDP
LANVIN PARIS Rumeur Rose,,Women,,https://www.noon.com/uae-en/rumeur-2-rose-edp-50ml/N11805168A/p?o=e9708f8601fca78b,Floral,50ml,"orange,magnolia,jasmine,patchouli,,musk",106.0,EDP
LANVIN PARIS Rumeur,"patchouli,musk",Women,"whiterose,jasmine,lily,fakeorange",https://www.noon.com/uae-en/rumeur-edp-100ml/N11805170A/p?o=d043d3121a8f9a0f,Floral,100ml,magnoliapourintoclassicaldehydes,106.5,EDP
LANVIN Rumeur Rose,"amber,patchouli,musk",Women,"honeysuckle,magnolia,falsejasmine,jasmine,lily,rose",https://www.noon.com/uae-en/rumeur-2-rose-edp-30ml/N36477801A/p?o=d1f827de9c0f390b,Floral,30ml,"orange,green,grapefruit,pear,bergamot,lemon",75.0,EDP
LANVIN Rumeur,"amber,patchouli,musk",Women,"orangeblossom,plum,rose,jasmine,lily",https://www.noon.com/uae-en/rumeur-edp-100ml/N20179546A/p?o=fb76533493584d7b,Floral,100ml,"magnolia,aldehydes",91.4,EDP
LE CHAMEAU Genesis,"musk,vanilla,blackberry",Women,"jasmin,orris,mangolia,orangeblossom,sandalwood",https://www.noon.com/uae-en/genesis-edp-100ml/N13847553A/p?o=f140d564ad71e4fa,Fruity,100ml,"grapefruit,blackcurrant",80.0,EDP
LE CHAMEAU Genesis Gold,"agarwood,musk",Women,"floral,fruity,peony",https://www.noon.com/uae-en/genesis-gold-edp-100ml/N13847554A/p?o=a61fa0f8c66d377e,,100ml,"mandarin,orange",80.0,EDP
LE GALION,"oakmoss,sandalwood,vanilla,leathernotes",Unisex,"myrrh,styrax,lavender,whitemusk",https://www.noon.com/uae-en/222-edp-100ml/N11203238A/p?o=dd7552c14cc0bb8a,,100ml,"violetflowers,kasmhirwood",600.0,EDP
LE GALION Sortilege,"indonesiansandalwood,vetiver,labdanum,musk,amber",Unisex,"egyptianjasmine,mimosa,narcissus,turkishrose,iris",https://www.noon.com/uae-en/sortilege-edp-100ml/N11203231A/p?o=a21a6c9c5e2a073c,,100ml,"lilly,lilac,ylangylang,aldehydes",600.0,EDP
LE GALION Tubereuse,"cedar,amber,musk",Unisex,"tuberose,rose,orangeblossom,raspberry",https://www.noon.com/uae-en/tubereuse-edp-100ml/N11203232A/p?o=f585def7d2e68adc,,100ml,"mandarin,galbanum,pinkberry,pear",550.0,EDP
LENCIA Accost,"oakmoss,musks,patchouli,benzoin",Unisex,rosejasminecyclamen,https://www.noon.com/uae-en/accost-edp-100ml/N32011264A/p?o=a8ff82837a77707d,,100ml,,275.0,EDP
LENCIA Anne Rose,"musk,sandalwood,amber",Women,"peony,cedarwood,violet,whiteflowers",https://www.noon.com/uae-en/anne-rose-edp-100ml/N32011289A/p?o=df30627f98fef62e,,100ml,,239.0,EDP
LENCIA Ballencia,,Women,,https://www.noon.com/uae-en/ballencia-edp-100ml/N32011276A/p?o=aefbda1c1d6d00bf,,100ml,"floral,fruity",179.0,EDP
LENCIA Cleo River,,Unisex,rose,https://www.noon.com/uae-en/cleo-river-edp-100ml/N32011283A/p?o=bf50c6aea6f3400a,,100ml,floralfruity,275.0,EDP
LENCIA En Blue,"orrisabs,cistus,vanilla",Unisex,"olibanum,gurjum",https://www.noon.com/uae-en/en-blue-edp-100ml/N32011287A/p?o=c01259370880143d,,100ml,,319.0,EDP
LENCIA Evoke Black,"animalic,ylangylang,vanilla,musk",Men,"amber,patchouli,peroubalm,labdanum",https://www.noon.com/uae-en/evoke-black-edp-100ml/N32011277A/p?o=fdb4844ec165284e,,100ml,,165.0,EDP
LENCIA Himiko,"orris,cistus,vanilla",Unisex,"olibanim,myrrh",https://www.noon.com/uae-en/himiko-edp-100ml/N32011291A/p?o=b0692ec4fdcdb63b,,100ml,,259.0,EDP
LENCIA Just Ballencia,"fresh,zesty",Unisex,"fresh,zesty",https://www.noon.com/uae-en/just-ballencia-edp-100ml/N32011268A/p?o=dc6dcc03f808bc4a,,100ml,,169.0,EDP
LENCIA La Perla Flora,fruity,Unisex,,https://www.noon.com/uae-en/la-perla-flora-edp-80ml/N28832756A/p?o=f72f3711ee6fc83b,,80ml,,260.0,EDP
LENCIA Laurent,"musk,agarwood",Unisex,"tea,vetiver",https://www.noon.com/uae-en/laurent-edp-100ml/N32011347A/p?o=e38b93968cbd14da,,100ml,,249.0,EDP
LENCIA Pride,vanilla,Unisex,"fresh,zesty",https://www.noon.com/uae-en/pride-edp-100ml/N32011271A/p?o=f3c610cf93c954cc,Fresh,100ml,,199.0,EDP
LENCIA Purity Man,,Unisex,,https://www.noon.com/uae-en/purity-man-edp-100ml/N32011273A/p?o=c7b36cf4294427ac,,100ml,"fresh,zesty",165.0,EDP
LENCIA Riona Glamor,"musky,sweet,woody",Unisex,amberyfloralrose,https://www.noon.com/uae-en/riona-glamor-edp-100ml/N32011288A/p?o=f9585875a34bfbca,Woody,100ml,,249.0,EDP
LENCIA Robert Roch,,Unisex,,https://www.noon.com/uae-en/robert-roch-edp-100ml/N32011274A/p?o=b2d284dccbc0b9ca,Arabian,100ml,floralfruity,199.0,EDP
LENCIA Scent Gold,muskyambervetiverincensevanilla,Unisex,peonyroserhubarb,https://www.noon.com/uae-en/scent-gold-edp-100ml/N32011284A/p?o=b3bb0076c7387bea,,100ml,,389.0,EDP
LENCIA Serin,,Unisex,musky,https://www.noon.com/uae-en/serin-edp-100ml/N32011281A/p?o=cf45012ae571c65a,,100ml,woody,259.0,EDP
LENCIA Sicario,vetiverandamber,Unisex,cedarwood,https://www.noon.com/uae-en/sicario-edp-100ml/N28832763A/p?o=c779647a433431ae,,100ml,,299.0,EDP
LENCIA Solo Gold,"whitemusk,vanilla",Unisex,"roseberries,patchouli",https://www.noon.com/uae-en/solo-gold-edp-80ml/N33637706A/p?o=fd6241d1b245bb8b,,80ml,"vibrantburstbergamot,mandarin",299.0,EDP
LENCIA Stable,cashmerewood,Unisex,amber,https://www.noon.com/uae-en/stable-edp-80ml/N32011285A/p?o=fafab08e6dd8395d,,80ml,,259.0,EDP
LENGLING El Pasajero Perfume Spray,"magnolia,vanilla,osmanthus,benzoin",Women,,https://www.noon.com/uae-en/el-pasajero-perfume-spray-edp-50ml/N11075569A/p?o=c32e98e0045c5e9e,,50ml,"fucus,ambergris,hedione,galbanum",479.5,EDP
LENGLING Sekushi,"candyfloss,raspberry,apricot,muguet",Unisex,,https://www.noon.com/uae-en/sekushi-edp-50ml/N11075568A/p?o=aabb4ce83a80363e,,50ml,"leather,patchouli,olibanum,musk",532.95,EDP
LENGLING Sekushi No,"candyfloss,raspberry,apricot,muguet",Unisex,,https://www.noon.com/uae-en/sekushi-no-7-edp-100ml/N28996760A/p?o=a78696418e44d1ce,,100ml,"leather,patchouli,olibanum,musk",791.5,EDP
LINARI Angelo Di Fiume,"vanilla,santal,patchouly,musk,benjoinsiam",Unisex,"ylangylang,jasmine,sweetmilk,rose,caramel",https://www.noon.com/uae-en/angelo-di-fiume-edp-100ml/N38706522A/p?o=eea51965228e1c2c,Oriental,100ml,,839.0,EDP
LINARI Aqua Santa,"caramel,musk,tonka,cedarwood",Unisex,"rose,lily,jasmine,ylangylang,violet",https://www.noon.com/uae-en/aqua-santa-edp-100ml/N38706520A/p?o=d474233e7e2f32db,Floral,100ml,,839.0,EDP
LINARI Drago Nero,"gaiacwood,haitivetiver,javavetiver,musk,amber,oakwood,sandalwood,tonka,ambrarome",Unisex,"turkishrose,carnation,iris,orangeblossom,violet,arnica",https://www.noon.com/uae-en/drago-nero-edp-100ml/N38706518A/p?o=ae988ea7c8c0d0cc,Musk,100ml,,839.0,EDP
LINARI Eleganza Luminosa,"cedar,patchouli,sandal,amber,musk",Unisex,"lilly,freesia,rose,jasmine,iris",https://www.noon.com/uae-en/eleganza-luminosa-edp-100ml/N38706517A/p?o=a38eb5c2df5b13db,Citrus,100ml,,839.0,EDP
LINARI Vista Sul Mare,"cedar,patchouli,moss,amber,musk",Unisex,"spicyoils,redberries,juniperberry,passionfruit,lily,rose,carnation",https://www.noon.com/uae-en/vista-sul-mare-edp-100ml/N38706503A/p?o=a06234e0f012c36e,Citrus,100ml,,839.0,EDP
LIQUIDES IMAGINAIRES Ile Pourpre,"whippedcream,ambroxan,patchouli,cashmeran,cedar",Unisex,"artemisia,fenugreek,fig",https://www.noon.com/uae-en/ile-pourpre-edp-100ml/N34132985A/p?o=b1e30acabcc345bf,Fruity,100ml,"ginger,bergamot,shiso,angelica",484.55,EDP
LOEWE Anonimo,"sandalwood,labdanum",Men,"vetiver,benzoin,leather",https://www.noon.com/uae-en/7-anonimo-edp-100ml/N19300515A/p?o=fecdb62a2a63a49b,Floral,100ml,"incense,pinkpepper",449.5,EDP
LOEWE Anonimo,"sandalwood,labdanum",Men,"leather,benzoin",https://www.noon.com/uae-en/7-anonimo-edp-50ml/N21248222A/p?o=a4db274080afaadb,Floral,50ml,"pinkpepper,whilevetiver",158.2,EDP
LOEWE Aura,"sandalwood,cedar,leather",Women,"jasmine,iris,rose,violetleafbase",https://www.noon.com/uae-en/aura-edp-120ml/N11075575A/p?o=a0c027f16f7d499f,,120ml,"pinkpepper,bergamot,redcurrant",207.65,EDP
LOEWE Aura Floral,leather,Women,jasmine,https://www.noon.com/uae-en/aura-floral-edp-120ml/N42947706A/p?o=b1ee1e270990363f,Floral,120ml,,306.0,EDP
LOEWE Aura Floral,"vanilla,patchouli,leather,musk",Women,"orangeblossom,violet,rose,jasmine",https://www.noon.com/uae-en/aura-floral-edp-80ml/N46512390A/p?o=c3cc49bff946ebad,Fresh,80ml,,228.0,EDP
LOEWE Aura Magnetica,"leather,australiansandalwood,patchouli,siambenzoin,bourbonvanilla,musk",Women,"rose,jasminesambac",https://www.noon.com/uae-en/aura-magnetica-edp-80ml/N46512389A/p?o=c303a453372b650b,Fresh,80ml,,256.0,EDP
LOEWE Loewe,"violet,whitemusk,indonesianpatchouli",Men,"cypresswood,sandalwood,cedarwood,vetiver,ambretteseed,carrotseed",https://www.noon.com/uae-en/loewe-001-edp-100ml/N38589895A/p?o=e65f7592ca1fcd2e,Fresh,100ml,"calabriabergamot,mandarin,cardamom",200.0,EDP
LOEWE Quizas Seducción,"caramel,vanilla",Women,"jasminesambac,tuberose,orangeblossom",https://www.noon.com/uae-en/quizas-seducci-n-edp-100ml/N11075579A/p?o=a37df4cca241071c,Floral,100ml,"passionfruit,passionfruit,blackberry",222.5,EDP
LONKOOMPure Gold,"musk,amber,vanilla",Women,"rose,strawberry",https://www.noon.com/uae-en/24k-pure-gold-edp-100ml/N15388577A/p?o=bcee98793209f53d,,100ml,"praline,vanilla",85.0,EDP
LONKOOMPure Pink,"amber,musk,tonka,vanillapudding",Women,"freesia,waterymuguet,lindenblossom",https://www.noon.com/uae-en/24k-pure-pink-edp-100ml/N27094662A/p?o=ac3bd7def8774f7d,,100ml,,35.95,EDP
LONKOOM A Wish Gold,"musk,cedar,sandalwood,vetiver,patchouli,vanilla,sodiumsilicate",Women,"rose,jasmine,lily,tuberose",https://www.noon.com/uae-en/a-wish-gold-edp-100ml/N15388567A/p?o=ca04ae686d2bc9ea,,100ml,"pear,orange,aldehydes,passionfruit,grapefruit",38.2,EDP
LONKOOM A Wish Pink,"musk,cedar,sandalwood,vetiver,patchouli,vanilla,sodiumsilicate",Women,"rose,jasmine,lily,tuberose",https://www.noon.com/uae-en/a-wish-pink-edp-100ml/N15388566A/p?o=cbb2d984143ed06a,,100ml,"pear,orange,aldehydes,passionfruit,grapefruit",38.95,EDP
LONKOOM Ambilight,"strawberry,rose,geranium",Women,"pineapple,convallariamajalis",https://www.noon.com/uae-en/ambilight-edp-100ml/N27537256A/p?o=beb544c42310f7bf,,100ml,"floral,fruity",35.95,EDP
LONKOOM Beautiful Dream,"cedar,musk,ambergris",Women,"convallaria,jasmine,violetleaf",https://www.noon.com/uae-en/beautiful-dream-edp-100ml/N27094661A/p?o=b26618a76566e94e,,100ml,"citrus,grapefruit,greenapple",33.2,EDP
LONKOOM Brilliant Life,"vetiver,vetiver",Women,"flowerdeluce,freesia",https://www.noon.com/uae-en/brilliant-life-edp-100ml/N27094659A/p?o=ae8d0d2de296b38b,,100ml,,36.8,EDP
LONKOOM City Amazing New York,"orangeblossom,magnolia,freesia",Women,"green,orange,apple",https://www.noon.com/uae-en/city-amazing-new-york-edp-100ml/N27537258A/p?o=ecbf2e336ccc801f,,100ml,"citrus,floral",32.95,EDP
LONKOOM City Romatic,"floral,raspberry",Women,"grapefruit,pinkpepper,",https://www.noon.com/uae-en/city-romatic-edp-100ml/N27537257A/p?o=ebef7f910946e76c,,100ml,"floral,fruity",32.95,EDP
LONKOOM Embrace,"baixuesong,musk,amber",Women,"wisteria,greentea,peach,redpeony",https://www.noon.com/uae-en/embrace-edp-25ml/N27094679A/p?o=b5777798601826ba,,25ml,,7.95,EDP
LONKOOM First Love,"musk,patchouli,ambergris",Women,"violet,violetorchids,lavender",https://www.noon.com/uae-en/first-love-edp-25ml/N27094678A/p?o=fc243f634eed976b,,25ml,,7.95,EDP
LONKOOM Language,"roses,peony,musk",Women,pinkpeppercorn,https://www.noon.com/uae-en/language-edp-100ml/N27537252A/p?o=df23b34520d400ce,,100ml,"woddy,flower",32.85,EDP
LONKOOM Language,"papyrus,chrysophoron,vetiver",Women,"rose,jasmine,orrisroot",https://www.noon.com/uae-en/language-edp-100ml/N27094658A/p?o=e782f3a294045f2f,,100ml,,35.95,EDP
LONKOOM Life Style,"mysoresandalwood,cedarwood,vanilla,musks",Women,"seedsblackcurrant,pear,tangerine,bloodorange",https://www.noon.com/uae-en/life-style-edp-100ml/N27094666A/p?o=cb2f6efd895bb15b,,100ml,,16.5,EDP
LONKOOM Mystery,cedarwhiterosinangelica,Men,lemonpinkpepperbergamot,https://www.noon.com/uae-en/mystery-edp-100ml/N27537261A/p?o=dd62b63e24f8505e,,100ml,oriental,23.8,EDP
LONKOOM Paris Lover,"whitecedarwood,chrysophoron,musk,",Women,"blackcurrant,pineapple,potpourri",https://www.noon.com/uae-en/paris-lover-edp-100ml/N27094656A/p?o=ec7a77f5644c787f,Fruity,100ml,,36.95,EDP
LONKOOM Pluse,"amber,cedar,vanilla",Women,"orchid,cactus,sugar",https://www.noon.com/uae-en/pluse-edp-25ml/N27094675A/p?o=cebd0b8d42e0db4a,,25ml,,7.95,EDP
LONKOOM Prochain,"teak,raspberry,whitemusk,amber",Women,"rose,lily,magnolia,rosemary",https://www.noon.com/uae-en/prochain-edp-25ml/N27094676A/p?o=e500d82d6432402f,Floral,25ml,,7.95,EDP
LONKOOM Retro,magnoliagingerorangepepperjasmine,Women,litchifreesia,https://www.noon.com/uae-en/retro-edp-100ml/N27537264A/p?o=d5ead69d0646cfad,Fruity,100ml,,33.95,EDP
LONKOOM Rose Oud,"vanilla,musk,patchouli",Women,"redfruits,amber,spicy",https://www.noon.com/uae-en/rose-oud-edp-100ml/N15388583A/p?o=e142e695222fc87a,,100ml,"lavandin,greenapple,sicilianlemon,bergamot",26.8,EDP
LONKOOM Royal Gold,"rose,daffodil,lavender",Women,"green,bark,green",https://www.noon.com/uae-en/royal-gold-edp-100ml/N30118230A/p?o=ce7d0cbec5b5f32c,,100ml,greenfloral,45.0,EDP
LONKOOM The Girl,ackeecannes,Women,"jasmine,rose,greenery,peach,blackcurrant",https://www.noon.com/uae-en/the-girl-edp-100ml/N27094669A/p?o=ac577661aa8159eb,Floral,100ml,,35.95,EDP
LORENZO VILLORESI FIRENZE Teint de Neige,"heliotrope,musk,rose,jasmine,sweetnotes,chyprefloral",Unisex,"tonkabeans,jasmine,rose,sweet,floralchypre",https://www.noon.com/uae-en/teint-de-neige-edp-50ml/N23105181A/p?o=c430eb8eb88e710e,,50ml,"jasmine,rose,ylangylang,sweet,chyprefloral",271.85,EDP
LORENZO VILLORESI Teint De Neige,"heliotrope,musc,rose,jasmin",Unisex,"fevedetonka,fleuries,jasmin,rose",https://www.noon.com/uae-en/teint-de-neige-edp-100ml/N23101741A/p?o=f62dc454956233ab,,100ml,,385.7,EDP
LOUIS BRETON L' Homme,"oakmoss,musk,ambergris,vanilla",Men,"rose,drybirch,moroccanjasmine,patchouli",https://www.noon.com/uae-en/l-homme-parfum-100ml/N41707022A/p?o=fcd31741e1478daf,Fruity,100ml,"blackcurrant,bergamot,apple,pineapple",130.0,Parfum
LOUIS VAREL Evidencia,"amber,vanilla,musk",Women,"geranium,mint,patchouli",https://www.noon.com/uae-en/evidencia-edp-90ml/N14335418A/p?o=d56a18226c10921d,,90ml,"black,currant,raspberry,mandarin,apple",137.0,EDP
LOUIS VAREL Extreme Amber,"tonka,vanilla,amber,musk",Unisex,"patchouli,rose,lily",https://www.noon.com/uae-en/extreme-amber-edp-100ml/N39347433A/p?o=e2f235d64ea699ad,Arabian,100ml,,189.0,EDP
LOUIS VAREL Extreme Musk,"greyamber,benzoin,oud,musk,vanilla",Unisex,"rose,sandalwood,benzoin,patchouli",https://www.noon.com/uae-en/extreme-musk-edp-100ml/N39347434A/p?o=bd8cdbdb27d0b6fc,Arabian,100ml,,189.0,EDP
LOUIS VAREL Extreme Patchouli,"amber,ambroxan,tonka,patchouli",Unisex,"patchouli,whitewood,guaiacwood,vetiver",https://www.noon.com/uae-en/extreme-patchouli-edp-100ml/N39347437A/p?o=bd5f871ace0c9dda,Arabian,100ml,,189.0,EDP
LOUIS VAREL Extreme Rose,"amber,vanilla",Unisex,"rose,patchouli,whitewood",https://www.noon.com/uae-en/extreme-rose-edp-100ml/N39347435A/p?o=a4a2c5b064543cca,Floral,100ml,,189.0,EDP
